,title,rating,genre,summary,gross,release_year,category,nominee,oscar_year,winner,genre_1,genre_2,genre_3,runtime_min,Year,avg_cpi,cpi_2020,gross_adjusted
308,The Graduate,PG,"Comedy, Drama, Romance",A disillusioned college graduate finds himself torn between his older lover and her daughter.,104945305,1967,Best Picture,The Graduate,1968,0,Comedy, Drama, Romance,106,1968,34.78333333,258.811167,780862966.8
309,Bonnie and Clyde,R,"Action, Biography, Crime","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",,1967,Best Picture,Bonnie and Clyde,1968,0,Action, Biography, Crime,111,1968,34.78333333,258.811167,0
310,Alfie,PG,"Comedy, Drama",An unrepentant ladies' man gradually begins to understand the consequences of his lifestyle.,18871300,1966,Best Picture,Alfie,1967,0,Comedy, Drama,,114,1967,33.35833333,258.811167,146413285.3
311,The Russians Are Coming the Russians Are Coming,Unrated,"Comedy, War","Without hostile intent, a Soviet submarine runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed.",21693114,1966,Best Picture,The Russians Are Coming The Russians Are Coming,1967,0,Comedy, War,,126,1967,33.35833333,258.811167,168306374.7
312,A Man for All Seasons,G,"Biography, Drama, History","The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",28350000,1966,Best Picture,A Man for All Seasons,1967,1,Biography, Drama, History,120,1967,33.35833333,258.811167,219953932.1
313,The Sand Pebbles,PG-13,"Adventure, Drama, Romance","In 1926, a U.S. Naval engineer gets assigned to a gunboat on a rescue mission in war-torn China.",,1966,Best Picture,The Sand Pebbles,1967,0,Adventure, Drama, Romance,182,1967,33.35833333,258.811167,0
314,Who's Afraid of Virginia Woolf?,Not Rated,Drama,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",28000000,1966,Best Picture,Who's Afraid of Virginia Woolf?,1967,0,Drama,,,131,1967,33.35833333,258.811167,217238451.5
315,A Thousand Clowns,Unrated,"Comedy, Drama, Romance","A middle-aged iconoclast, doggedly avoiding the tedium of employment and conventional life, faces the prospect of losing custody of his young ward.",5232000,1965,Best Picture,A Thousand Clowns,1966,0,Comedy, Drama, Romance,118,1966,32.45833333,258.811167,41718100.93
316,Doctor Zhivago,PG-13,"Drama, Romance, War","The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",111722000,1965,Best Picture,Doctor Zhivago,1966,0,Drama, Romance, War,197,1966,32.45833333,258.811167,890831359.3
317,The Sound of Music,G,"Biography, Drama, Family",A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,163214286,1965,Best Picture,The Sound of Music,1966,1,Biography, Drama, Family,172,1966,32.45833333,258.811167,1301412472
318,Darling,TV-MA,"Drama, Romance",Beautiful but amoral model Diana Scott sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.,,1965,Best Picture,Darling,1966,0,Drama, Romance,,128,1966,32.45833333,258.811167,0
319,Ship of Fools,Not Rated,"Drama, Romance, War",A varied group of passengers boarding a ship bound for pre-WWII Germany represents a microcosm of early 1930s society.,,1965,Best Picture,Ship of Fools,1966,0,Drama, Romance, War,149,1966,32.45833333,258.811167,0
320,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,PG,"Comedy, War","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",275902,1964,Best Picture,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1965,0,Comedy, War,,95,1965,31.50833333,258.811167,2266274.063
321,My Fair Lady,G,"Drama, Family, Musical","In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society.",72000000,1964,Best Picture,My Fair Lady,1965,1,Drama, Family, Musical,170,1965,31.50833333,258.811167,591411923.6
322,Mary Poppins,G,"Comedy, Family, Fantasy","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",102272727,1964,Best Picture,Mary Poppins,1965,0,Comedy, Family, Fantasy,139,1965,31.50833333,258.811167,840073752.9
323,Becket,PG-13,"Biography, Drama, History","King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's.",149327,1964,Best Picture,Becket,1965,0,Biography, Drama, History,148,1965,31.50833333,258.811167,1226580.115
324,Zorba the Greek,Not Rated,"Comedy, Drama","An uptight English writer travelling to Crete, on a matter of business, finds his life changed forever when he meets the gregarious Alexis Zorba.",,1964,Best Picture,Zorba the Greek,1965,0,Comedy, Drama,,142,1965,31.50833333,258.811167,0
325,Tom Jones,Not Rated,"Adventure, Comedy, History",The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th-century England.,37600000,1963,Best Picture,Tom Jones,1964,1,Adventure, Comedy, History,129,1964,31.01666667,258.811167,313744219.6
326,How the West Was Won,G,Western,"A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads.",46500000,1962,Best Picture,How the West Was Won,1964,0,Western,,,164,1964,31.01666667,258.811167,388008143.9
327,Cleopatra,G,"Biography, Drama, History",Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,57777778,1963,Best Picture,Cleopatra,1964,0,Biography, Drama, History,192,1964,31.01666667,258.811167,482112868.9
328,America America,Approved,Drama,A young Greek stops at nothing to secure a passage to America.,,1963,Best Picture,America America,1964,0,Drama,,,174,1964,31.01666667,258.811167,0
329,Lilies of the Field,Unrated,Drama,A travelling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.,,1963,Best Picture,Lilies of the Field,1964,0,Drama,,,94,1964,31.01666667,258.811167,0
330,Mutiny on the Bounty,Not Rated,"Adventure, Drama, History","In 1787, British ship Bounty leaves Portsmouth to bring a cargo of bread-fruit from Tahiti but the savage on-board conditions imposed by Captain Bligh trigger a mutiny led by officer Fletcher Christian.",13680000,1962,Best Picture,Mutiny on the Bounty,1963,0,Adventure, Drama, History,178,1963,30.625,258.811167,115609363.7
331,The Music Man,G,"Comedy, Family, Musical",Traveling con artist Harold Hill targets the naïve residents of a small town in 1910s Iowa by posing as a boys' band leader to raise money before he can skip town.,14953846,1962,Best Picture,Meredith Willson's The Music Man,1963,0,Comedy, Family, Musical,151,1963,30.625,258.811167,126374606.8
332,The Longest Day,G,"Action, Drama, History","The events of D-Day, told on a grand scale from both the Allied and German points of view.",39100000,1962,Best Picture,The Longest Day,1963,0,Action, Drama, History,178,1963,30.625,258.811167,330433196.1
333,Lawrence of Arabia,Approved,"Adventure, Biography, Drama","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",44824144,1962,Best Picture,Lawrence of Arabia,1963,1,Adventure, Biography, Drama,218,1963,30.625,258.811167,378807804.7
334,To Kill a Mockingbird,Approved,"Crime, Drama","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.",592237,1962,Best Picture,To Kill a Mockingbird,1963,0,Crime, Drama,,129,1963,30.625,258.811167,5004981.195
